duration_ms,danceability,energy,loudness,speechiness,acousticness,liveness,valence,tempo,top100
59973,0.69,0.824,-7.529,0.0377,7.08E-06,0.0976,0.689,120.046,0
59999,0.55,0.172,-20.754,0.0444,0.813,0.0886,0.392,88.022,0
60000,0.147,0.311,-30.372,0.0743,0.000382,0.424,0.0314,83.608,0
60000,0.708,0.631,-5.977,0.196,0.646,0.342,0.851,83.813,0
60000,0.683,0.349,-10.509,0.028,0.615,0.117,0.453,92.135,0
60000,0.405,0.629,-6.846,0.0457,0.577,0.21,0.619,93.572,0
60000,0.188,0.414,-43.943,0.072,0.996,0.103,0.00994,136.862,0
60000,0.582,0.718,-6.826,0.0378,0.556,0.191,0.074,138.028,0
60000,0.619,0.337,-11.856,0.0309,0.705,0.189,0.468,143.952,0
60009,0.314,0.103,-16.886,0.0368,0.867,0.0973,0.134,48.991,0
60010,0.654,0.856,-5.207,0.0344,0.0292,0.375,0.7,144.954,0
60013,0.584,0.0831,-21.379,0.0395,0.988,0.111,0.591,100.079,0
60030,0.596,0.798,-5.121,0.0952,0.0111,0.137,0.141,182.067,0
60050,0.608,0.964,-1.595,0.0903,0.254,0.217,0.69,156.489,0
60090,0.713,0.839,-5.305,0.234,0.0109,0.428,0.883,136.141,0
60133,0.387,0.217,-14.695,0.0375,0.628,0.116,0.0395,146.397,0
60176,0.259,0.534,-28.717,0.118,0.797,0.118,0.029,113.014,0
60240,0.626,0.0752,-13.282,0.0431,0.955,0.362,0.357,94.626,0
60300,0.862,0.436,-6.166,0.0508,0.727,0.125,0.739,89.026,0
60306,0.337,0.287,-15.051,0.0332,0.898,0.12,0.393,107.031,0
60306,0.51,0.539,-14.628,0.891,0.466,0.379,0.375,173.202,0
60333,0.68,0.406,-11.313,0.0414,0.782,0.11,0.551,119.901,0
60373,0.597,0.184,-19.897,0.773,0.858,0.625,0.49,127.668,0
60395,0.174,0.0727,-28.71,0.0373,0.918,0.614,0.037,82.806,0
60413,0.539,0.353,-10.191,0.0464,0.571,0.0877,0.321,54.571,0
60453,0.253,0.139,-17.067,0.0414,0.726,0.269,0.102,74.369,0
60480,0.611,0.3,-13.209,0.0359,0.989,0.135,0.0456,135.949,0
60481,0.351,0.481,-2.719,0.0485,0.697,0.327,0.777,199.258,0
60497,0.481,0.0888,-23.984,0.033,0.949,0.0989,0.427,170.309,0
60533,0.838,0.643,-4.631,0.128,0.342,0.136,0.899,65.023,0
60547,0.627,0.455,-17.743,0.921,0.967,0.6,0.952,67.592,0
60600,0.798,0.827,-6.267,0.0404,0.0523,0.0731,0.97,99.98,0
60693,0.591,0.488,-9.229,0.11,0.937,0.11,0.697,136.516,0
60750,0.814,0.43,-13.563,0.263,0.824,0.108,0.742,80.015,0
60760,0.77,0.268,-14.077,0.0465,0.174,0.196,0.886,92.128,0
60925,0.583,0.974,-4.929,0.054,4.56E-05,0.0987,0.357,118.51,0
60957,0.649,0.331,-12.401,0.0434,0.815,0.126,0.675,200.185,0
60975,0.894,0.603,-10.805,0.397,0.0248,0.152,0.93,100.313,0
61000,0.459,0.0288,-16.897,0.0422,0.988,0.0854,0.578,140.073,0
61020,0.305,0.955,-11.868,0.0629,0.131,0.468,0.0394,97.565,0
61066,0.752,0.944,-5.518,0.0601,0.274,0.139,0.681,96.007,0
61120,0.576,0.274,-13.531,0.0327,0.455,0.0842,0.404,85.969,0
61173,0.344,0.963,-5.766,0.148,0.0183,0.0901,0.0393,130.515,0
61175,0.632,0.322,-7.652,0.0465,0.0307,0.44,0.367,70.917,0
61266,0.23,0.0546,-23.952,0.0436,0.958,0.137,0.0921,162.878,0
61276,0.609,0.631,-7.792,0.0384,0.522,0.102,0.48,94.039,0
61284,0.0824,0.979,-6.583,0.274,6.95E-06,0.446,0.263,210.368,0
61293,0.962,0.513,-8.306,0.0455,0.753,0.0753,0.956,111.027,0
61412,0.346,0.992,-4.339,0.204,0.00722,0.308,0.357,141.893,0
61466,0.738,0.799,-7.036,0.0556,0.249,0.35,0.882,142.094,0
61480,0.637,0.387,-6.271,0.0372,0.757,0.267,0.881,83.271,0
61590,0.387,0.86,-3.777,0.199,0.00831,0.144,0.396,108.395,0
61600,0.527,0.454,-15.835,0.0767,0.985,0.198,0.68,122.685,0
61733,0.31,0.0546,-19.296,0.0351,0.964,0.245,0.148,90.731,0
61800,0.348,0.173,-23.524,0.0477,0.931,0.128,0.0395,88.467,0
61855,0.573,0.597,-8.968,0.0474,0.491,0.567,0.86,97.023,0
61881,0.684,0.624,-14.389,0.0511,0.191,0.415,0.967,134.988,0
61973,0.16,0.999,-1.772,0.222,0.00143,0.203,0.171,178.118,0
62093,0.629,0.124,-22.22,0.0366,0.812,0.102,0.796,85.258,0
62222,0.157,0.966,-30.405,0.0514,0.125,0.886,1.00E-05,106.906,0
62228,0.866,0.387,-11.011,0.0345,0.403,0.145,0.79,94.976,0
62240,0.557,0.474,-12.394,0.381,0.763,0.389,0.626,148.656,0
62240,0.278,0.34,-12.499,0.0567,0.976,0.597,0.446,163.796,0
62263,0.85,0.687,-6.43,0.0292,0.253,0.124,0.733,109.864,0
62266,0.177,0.773,-2.105,0.0859,0.103,0.123,0.114,109.85,0
62266,0.688,0.4,-12.833,0.0425,0.472,0.135,0.962,127.396,0
62293,0.434,0.0444,-35.782,0.0438,0.985,0.126,0.382,75.748,0
62426,0.325,0.945,-2.613,0.345,0.000206,0.185,0.427,118.929,0
62466,0.483,0.499,-11.899,0.0355,0.861,0.36,0.934,132.315,0
62563,0.136,0.863,-28.098,0.0699,0.545,0.504,0.00766,142.748,0
62613,0.434,0.711,-3.875,0.0533,0.494,0.15,0.819,71.655,0
62705,0.608,0.641,-13.432,0.0499,0.119,0.365,0.937,159.766,0
62714,0.46,0.735,-8.397,0.0384,0.0545,0.387,0.545,93.868,0
62773,0.501,0.336,-10.893,0.031,0.665,0.509,0.527,103.862,0
62800,0.933,0.242,-16.367,0.216,0.681,0.145,0.963,112.495,0
62826,0.574,0.225,-15.474,0.0573,0.605,0.107,0.103,107.531,0
62849,0.117,0.251,-25.001,0.052,0.119,0.385,0.0147,77.102,0
62931,0.205,0.456,-35.389,0.055,0.521,0.112,0.0218,77.26,0
62942,0.631,0.277,-6.119,0.0292,0.871,0.151,0.88,139.733,0
62946,0.836,0.802,-6.292,0.0808,0.0924,0.117,0.962,104.319,0
62971,0.833,0.799,-6.83,0.0281,0.105,0.117,0.892,109.933,0
62971,0.729,0.768,-4.281,0.0266,0.704,0.127,0.965,110.048,0
63000,0.465,0.247,-12.12,0.0474,0.873,0.12,0.295,102.768,0
63049,0.767,0.208,-21.687,0.0601,0.533,0.098,0.232,120.089,0
63112,0.65,0.823,-11.148,0.933,0.804,0.5,0.183,103.473,0
63128,0.163,0.459,-23.748,0.05,0.87,0.578,1.00E-05,87.991,0
63133,0.652,0.254,-11.719,0.116,0.813,0.0892,0.678,152.396,0
63164,0.48,0.637,-12.326,0.543,0.916,0.757,0.87,128.224,0
63214,0.556,0.563,-6.731,0.0523,0.04,0.245,0.349,83.9,0
63259,0.747,0.369,-11.949,0.0523,0.736,0.24,0.383,105.005,0
63262,0.482,0.00796,-36.846,0.0395,0.988,0.0972,0.0757,105.502,0
63333,0.403,0.0499,-23.433,0.166,0.982,0.441,0.502,79.45,0
63333,0.914,0.263,-15.244,0.0518,0.642,0.0569,0.962,125.026,0
63466,0.297,0.515,-6.265,0.0671,0.797,0.343,0.463,70.872,0
63467,0.191,0.346,-21.779,0.113,0.981,0.156,0.0324,86.3,0
63496,0.182,0.202,-28.542,0.0908,0.977,0.111,0.0365,57.069,0
63496,0.182,0.202,-28.542,0.0908,0.977,0.111,0.0365,57.069,0
63537,0.168,0.369,-22.402,0.0461,0.147,0.226,0.4,60.024,0
63570,0.873,0.575,-9.233,0.0637,0.175,0.319,0.862,112.044,0
63706,0.705,0.73,-7.886,0.346,0.159,0.154,0.819,140.14,0
63711,0.473,0.837,-7.101,0.0336,0.0968,0.297,0.212,97.261,0
63786,0.59,0.429,-16.403,0.925,0.814,0.696,0.783,81.491,0
63831,0.58,0.192,-24.026,0.0479,0.995,0.139,0.393,105.052,0
63840,0.387,0.00181,-43.957,0.0632,0.995,0.0996,0.475,98.691,0
63853,0.953,0.254,-14.666,0.0543,0.317,0.0549,0.797,110.015,0
63875,0.199,0.9,-14.243,0.117,0.301,0.441,0.0129,111.241,0
63944,0.291,0.273,-19.164,0.042,0.339,0.11,0.0316,130.245,0
64026,0.557,0.291,-13.64,0.36,0.842,0.495,0.382,120.216,0
64033,0.24,0.991,-7.33,0.148,0.00529,0.286,0.0295,107.747,0
64208,0.568,0.856,-11.932,0.906,0.877,0.949,0.443,60.647,0
64245,0.235,0.449,-15.966,0.0649,0.836,0.413,0.382,86.153,0
64266,0.424,0.705,-14.348,0.133,0.5,0.78,0.0869,89.965,0
64303,0.202,0.734,-7.025,0.209,0.00463,0.944,0.607,174.511,0
64330,0.874,0.204,-13.361,0.051,0.942,0.0734,0.961,119.997,0
64378,0.592,0.209,-12.628,0.0467,0.915,0.111,0.323,86.513,0
64470,0.411,0.0173,-43.043,0.763,7.41E-05,0.13,0.631,77.255,0
64543,0.155,0.0875,-13.154,0.0522,0.157,0.146,0.0212,68.103,0
64543,0.155,0.0875,-13.154,0.0522,0.157,0.146,0.0212,68.103,0
64545,0.956,0.591,-5.833,0.0377,0.347,0.0392,0.851,116.022,0
64547,0.739,0.931,-6.941,0.04,0.00152,0.335,0.727,111.001,0
64615,0.646,0.264,-14.526,0.0563,0.912,0.154,0.229,103.955,0
64627,0.118,0.837,-21.072,0.0943,0.126,0.826,1.00E-05,81.046,0
64643,0.209,0.432,-33.219,0.079,0.000688,0.405,0.298,117.294,0
64653,0.514,0.8,-10.615,0.0632,0.243,0.285,0.338,90.796,0
64761,0.196,0.435,-24.807,0.195,0.633,0.659,0.644,59.802,0
64800,0.403,0.625,-5.967,0.0409,0.8,0.572,0.733,173.184,0
64899,0.45,0.168,-9.733,0.0266,0.73,0.0953,0.205,85.567,0
65026,0.254,0.957,-4.577,0.122,0.0219,0.185,0.299,173.783,0
65026,0.329,0.84,-9.316,0.0662,0.222,0.148,0.962,174.761,0
65040,0.432,0.109,-15.925,0.0368,0.889,0.0939,0.0797,92.682,0
65066,0.428,0.0561,-19.808,0.0492,0.797,0.332,0.31,93.852,0
65133,0.421,0.706,-8.22,0.0391,0.832,0.177,0.698,96.731,0
65179,0.925,0.395,-9.129,0.0424,0.837,0.352,0.962,100.005,0
65185,0.689,0.719,-10.752,0.072,0.78,0.19,0.209,89.06,0
65200,0.544,0.45,-7.253,0.893,0.799,0.151,0.585,186.231,0
65266,0.615,0.526,-6.658,0.0929,0.721,0.132,0.916,116.596,0
65280,0.502,0.317,-15.961,0.0352,0.932,0.0999,0.925,111.601,0
65280,0.205,0.761,-27.353,0.0703,0.583,0.601,0.0111,116.417,0
65293,0.661,0.625,-7.114,0.113,0.0314,0.173,0.736,85.786,0
65375,0.854,0.82,-6.821,0.347,0.26,0.376,0.647,106.968,0
65400,0.784,0.55,-8.393,0.0316,0.604,0.222,0.968,112.984,0
65440,0.544,0.799,-9.492,0.136,0.56,0.0657,0.543,186.063,0
65454,0.961,0.259,-11.425,0.0609,0.652,0.0447,0.562,110.063,0
65493,0.495,0.511,-10.819,0.538,0.836,0.383,0.562,79.127,0
65567,0.77,0.398,-12.815,0.165,0.0257,0.0753,0.287,175.175,0
65624,0.774,0.577,-14.651,0.0446,0.0735,0.385,0.305,127.978,0
65625,0.538,0.742,-6.492,0.38,0.121,0.0886,0.813,125.558,0
65653,0.815,0.585,-9.102,0.0393,0.765,0.118,0.688,119.989,0
65664,0.346,0.998,-2.866,0.224,0.000194,0.189,0.309,171.865,0
65720,0.398,0.218,-11.914,0.0359,0.887,0.104,0.672,117.535,0
65762,0.448,0.0297,-31.359,0.0794,0.992,0.0768,0.28,128.861,0
65773,0.483,0.0584,-21.374,0.0322,0.919,0.0953,0.695,97.57,0
65790,0.614,0.277,-11.943,0.042,0.967,0.0698,0.236,84.938,0
65802,0.38,0.992,-5.73,0.131,0.0033,0.345,0.252,109.973,0
65866,0.377,0.0562,-16.777,0.0341,0.967,0.141,0.445,79.524,0
65903,0.585,0.722,-3.557,0.0423,0.00808,0.301,0.411,132.005,0
65920,0.587,0.406,-18.515,0.927,0.919,0.751,0.48,123.621,0
65946,0.439,0.0675,-16.963,0.108,0.737,0.0821,0.55,170.225,0
65991,0.68,0.778,-6.257,0.567,0.843,0.587,0.823,124.028,0
66000,0.129,0.567,-34.024,0.0523,0.0812,0.363,0.0338,200.864,0
66026,0.605,0.72,-4.952,0.0438,0.377,0.417,0.522,129.044,0
66061,0.484,0.698,-19.799,0.431,0.987,0.0833,0.64,115.529,0
66066,0.26,0.998,-5.446,0.113,1.73E-06,0.699,0.0999,119.745,0
66213,0.435,0.226,-10.653,0.0508,0.916,0.702,0.513,81.11,0
66333,0.461,0.941,-11.75,0.896,0.718,0.967,0.2,79.891,0
66384,0.8,0.505,-7.133,0.0385,0.704,0.152,0.959,118.064,0
66426,0.809,0.806,-9.502,0.345,0.428,0.0767,0.459,156.865,0
66453,0.54,0.191,-15.472,0.0664,0.993,0.0997,0.25,105.89,0
66466,0.361,0.0972,-19.72,0.0358,0.993,0.0772,0.0702,63.395,0
66533,0.606,0.305,-7.478,0.0426,0.903,0.157,0.503,85.976,0
66533,0.676,0.596,-9.107,0.0272,0.0699,0.351,0.97,100.687,0
66561,0.964,0.737,-5.866,0.0485,0.394,0.0703,0.473,116.044,0
66600,0.2,0.232,-13.084,0.0331,0.958,0.537,0.278,80.074,0
66640,0.791,0.727,-14.513,0.0521,0.0957,0.057,0.641,128.212,0
66706,0.474,0.625,-6.241,0.0443,0.87,0.237,0.553,108.396,0
66762,0.529,0.728,-9.578,0.0378,0.64,0.345,0.593,108.056,0
66786,0.525,0.131,-12.787,0.458,0.983,0.12,0.811,107.007,0
66826,0.0807,0.336,-13.138,0.0385,0.7,0.134,0.0374,83.073,0
66913,0.711,0.728,-3.977,0.335,0.00631,0.0887,0.461,164.871,0
66973,0.762,0.0443,-21.792,0.0679,0.625,0.0804,0.6,90.835,0
67000,0.854,0.4,-6.511,0.042,0.646,0.0768,0.854,84.904,0
67010,0.716,0.349,-8.007,0.033,0.69,0.177,0.645,121.973,0
67112,0.165,0.947,-9.785,0.0769,0.936,0.957,0.0133,125.786,0
67133,0.587,0.368,-15.369,0.441,0.781,0.658,0.556,119.846,0
67187,0.687,0.642,-5.279,0.0516,0.647,0.23,0.91,57.654,0
67217,0.207,0.991,-8.991,0.161,0.118,0.424,0.0183,44.153,0
67217,0.207,0.991,-8.991,0.161,0.118,0.424,0.0183,44.153,0
67217,0.134,0.687,-6.269,0.069,0.902,0.269,0.0173,72.667,0
67217,0.134,0.687,-6.269,0.069,0.902,0.269,0.0173,72.667,0
67266,0.976,0.171,-13.24,0.105,0.511,0.088,0.692,109.951,0
67266,0.444,0.986,-4.056,0.0607,8.50E-05,0.348,0.269,114.783,0
67320,0.249,0.333,-13.157,0.0372,0.941,0.318,0.48,115.045,0
67333,0.329,0.273,-13.182,0.0472,0.992,0.143,0.134,91.467,0
67333,0.571,0.953,-5.271,0.281,0.0979,0.205,0.888,177.809,0
67371,0.636,0.477,-8.175,0.92,0.735,0.526,0.682,162.483,0
67428,0.782,0.482,-6.683,0.03,0.653,0.209,0.502,99.965,0
67452,0.324,0.119,-15.777,0.0413,0.99,0.0841,0.199,70.085,0
67480,0.199,0.977,-4.057,0.0714,0.0022,0.388,0.368,187.537,0
67500,0.199,0.119,-15.13,0.0381,0.99,0.0912,0.0991,95.292,0
67500,0.508,0.101,-18.458,0.0506,0.682,0.0887,0.122,127.548,0
67500,0.314,0.811,-30.862,0.0575,0.97,0.111,0.0306,134.301,0
67520,0.267,0.997,-5.271,0.11,1.70E-06,0.0879,0.151,175.047,0
67557,0.594,0.656,-7.244,0.145,0.195,0.227,0.87,100.727,0
67657,0.636,0.565,-5.691,0.0385,0.37,0.0898,0.237,71.086,0
67720,0.778,0.399,-8.984,0.0858,0.0751,0.103,0.321,137.305,0
67741,0.715,0.834,-6.12,0.4,0.0391,0.588,0.726,114.323,0
67746,0.41,0.234,-15.236,0.0421,0.798,0.108,0.19,93.72,0
67787,0.417,0.977,-5.951,0.305,0.0126,0.0479,0.153,95.013,0
67840,0.32,0.113,-12.43,0.0382,0.966,0.204,0.242,109.406,0
67840,0.638,0.449,-16.04,0.556,0.796,0.34,0.557,114.985,0
67906,0.507,0.33,-6.44,0.0441,0.911,0.104,0.434,111.703,0
67960,0.505,0.42,-13.039,0.357,0.959,0.272,0.751,72.342,0
68000,0.514,0.693,-5.562,0.0263,0.0551,0.195,0.771,89.984,0
68000,0.332,0.989,-4.031,0.0921,0.0236,0.502,0.502,185.696,0
68011,0.0822,0.814,-24.379,0.0564,4.84E-05,0.499,0.0298,173.199,0
68040,0.0954,0.0847,-26.166,0.0456,0.969,0.0826,0.0356,164.752,0
68043,0.368,0.0509,-27.439,0.0333,0.959,0.14,0.446,185.343,0
68048,0.44,0.353,-6.496,0.0297,0.48,0.129,0.746,89.912,0
68173,0.767,0.445,-14.903,0.0318,0.73,0.34,0.973,95,0
68173,0.723,0.145,-20.131,0.0426,0.989,0.0942,0.855,136.436,0
68200,0.532,0.342,-8.153,0.0923,0.515,0.127,0.239,199.743,0
68205,0.803,0.572,-9.308,0.205,0.811,0.0962,0.79,112.478,0
68231,0.14,0.773,-28.771,0.0532,0.703,0.733,0.00785,102.464,0
68298,0.806,0.704,-8.094,0.0363,0.0694,0.0883,0.948,110.018,0
68360,0.713,0.923,-6.259,0.946,0.771,0.93,0.371,96.059,0
68390,0.719,0.518,-10.613,0.0985,0.0433,0.129,0.94,164.948,0
68400,0.852,0.509,-5.708,0.147,0.441,0.15,0.966,139.696,0
68444,0.741,0.215,-14.838,0.0394,0.206,0.112,0.444,110.638,0
68445,0.619,0.982,-2.021,0.206,0.0709,0.386,0.925,126.536,0
68466,0.743,0.441,-10.273,0.0462,0.611,0.123,0.697,134.168,0
68506,0.325,0.82,-7.555,0.762,0.0767,0.16,0.861,162.366,0
68520,0.689,0.332,-19.407,0.961,0.873,0.66,0.701,80.739,0
68522,0.466,0.823,-6.635,0.311,0.00237,0.332,0.782,175.797,0
68533,0.382,0.904,-3.421,0.0618,0.271,0.0943,0.251,113.701,0
68571,0.197,0.122,-23.756,0.0496,0.822,0.115,0.307,86.216,0
68571,0.182,0.106,-23.278,0.0493,0.893,0.113,0.233,97.453,0
68571,0.581,0.813,-6.449,0.378,0.133,0.191,0.586,130.887,0
68572,0.562,0.134,-18.582,0.0824,0.951,0.0852,0.84,79.52,0
68663,0.864,0.623,-9.346,0.0418,0.048,0.0546,0.86,108.011,0
68691,0.421,0.118,-17.703,0.0408,0.842,0.115,0.175,104.03,0
68695,0.486,0.946,-5.509,0.0807,8.94E-05,0.11,0.509,158.158,0
68758,0.537,0.548,-15.1,0.963,0.736,0.745,0.73,179.403,0
68789,0.295,0.961,-3.297,0.164,0.00286,0.402,0.574,172.55,0
68822,0.754,0.414,-7.372,0.13,0.0371,0.11,0.122,169.939,0
68866,0.319,0.157,-25.487,0.0804,0.964,0.174,0.102,93.009,0
68980,0.534,0.559,-20.687,0.925,0.833,0.93,0.594,82.852,0
69000,0.195,0.143,-17.805,0.0346,0.947,0.348,0.0739,83.077,0
69000,0.674,0.0867,-14.887,0.0305,0.702,0.367,0.592,100.006,0
69000,0.436,0.00358,-29.557,0.0827,0.778,0.11,0.15,173.822,0
69040,0.544,0.986,-5.769,0.136,0.00472,0.399,0.183,120.103,0
69111,0.345,0.906,-6.78,0.216,0.0091,0.493,0.498,142.857,0
69120,0.495,0.839,-8.744,0.0529,0.551,0.0862,0.122,101.08,0
69183,0.888,0.522,-8.222,0.0394,0.363,0.114,0.909,98.047,0
69293,0.53,0.653,-9.559,0.916,0.801,0.923,0.497,93.484,0
69328,0.151,0.942,-28.468,0.0524,0.222,0.975,0.0127,82.016,0
69362,0.685,0.572,-8.112,0.0993,0.516,0.24,0.586,142.366,0
69374,0.16,0.517,-23.447,0.0427,0.655,0.119,0.0492,71.268,0
69385,0.506,0.973,-5.835,0.0846,0.000169,0.356,0.152,90.018,0
69400,0.378,0.0652,-15.952,0.0367,0.906,0.0841,0.182,88.86,0
69483,0.564,0.0666,-26.269,0.0353,0.953,0.113,0.333,136.153,0
69540,0.624,0.878,-6.408,0.314,0.112,0.119,0.683,131.105,0
69653,0.495,0.472,-14.148,0.567,0.974,0.29,0.965,177.868,0
69720,0.468,0.988,-5.415,0.111,0.000368,0.0889,0.371,102.115,0
69741,0.471,0.229,-11.711,0.035,0.88,0.257,0.641,80.99,0
69760,0.548,0.383,-15.27,0.0606,0.658,0.124,0.565,68.176,0
69813,0.529,0.075,-19.979,0.0543,0.895,0.115,0.236,66.354,0
69822,0.21,0.989,-4.466,0.232,0.000458,0.596,0.546,199.33,0
69954,0.441,0.478,-9.95,0.0721,0.691,0.204,0.303,177.085,0
70000,0.78,0.227,-10.098,0.0334,0.651,0.0844,0.406,75.011,0
70114,0.679,0.671,-7.517,0.0424,0.0614,0.161,0.27,113.986,0
70133,0.386,0.428,-9.949,0.0295,0.951,0.162,0.73,172.311,0
70251,0.621,0.814,-6.352,0.928,0.857,0.513,0.461,39.872,0
70273,0.485,0.0192,-29.844,0.0503,0.991,0.0991,0.41,134.218,0
70285,0.898,0.303,-6.68,0.403,0.219,0.0633,0.68,140.23,0
70434,0.711,0.346,-10.162,0.0291,0.766,0.212,0.771,91.993,0
70480,0.638,0.716,-9.967,0.0467,9.04E-05,0.137,0.105,119.952,0
70506,0.389,0.494,-10.78,0.131,0.186,0.0557,0.909,86.872,0
70545,0.549,0.442,-8.487,0.0284,0.294,0.101,0.152,82.627,0
70682,0.272,0.906,-4.687,0.127,5.48E-06,0.24,0.433,141.935,0
70770,0.577,0.647,-7.647,0.0569,0.00165,0.154,0.236,160.987,0
70840,0.181,0.197,-24.981,0.0481,0.909,0.0866,0.2,101.809,0
70885,0.638,0.907,1.416,0.0487,0.284,0.368,0.594,112.972,0
70893,0.651,0.288,-14.318,0.222,0.785,0.249,0.297,128.004,0
70960,0.234,0.948,-4.544,0.0542,3.19E-06,0.24,0.0771,66.787,0
70995,0.251,0.359,-12.82,0.0431,0.686,0.697,0.149,89.132,0
71000,0.461,0.00325,-46.251,0.0639,0.915,0.0594,0.0728,111.653,0
71107,0.304,0.999,-22.221,0.0969,0.432,0.979,1.00E-05,115.315,0
71111,0.775,0.345,-9.911,0.372,0.591,0.105,0.872,81.046,0
71113,0.655,0.668,-6.514,0.0361,0.205,0.0657,0.843,117.248,0
71160,0.728,0.0392,-22.703,0.0354,0.964,0.167,0.484,97.764,0
71250,0.193,0.521,-33.139,0.0865,0.508,0.112,0.0153,71.356,0
71293,0.645,0.511,-12.383,0.176,0.0336,0.14,0.511,89.932,0
71323,0.759,0.494,-12.788,0.951,0.746,0.415,0.573,64.61,0
71328,0.728,0.398,-12.63,0.936,0.912,0.519,0.623,117.619,0
71336,0.426,0.414,-13.719,0.0541,0.695,0.103,0.0423,114.888,0
71360,0.172,0.0109,-38.78,0.0463,0.992,0.0618,0.0305,81.261,0
71373,0.551,0.824,-7.569,0.951,0.905,0.846,0.285,137.221,0
71373,0.275,0.414,-15.251,0.0549,0.695,0.3,0.268,137.625,0
71384,0.319,0.891,-6.577,0.0371,0.0725,0.32,0.214,139.806,0
71402,0.197,0.964,-17.06,0.528,0.00131,0.88,0.0214,109.366,0
71438,0.55,0.979,-3.225,0.118,0.0223,0.107,0.325,100.079,0
71466,0.357,0.975,-5.389,0.0634,0.0114,0.119,0.112,122.281,0
71519,0.692,0.583,-8.113,0.189,0.97,0.257,0.885,80.895,0
71520,0.607,0.184,-7.69,0.102,0.442,0.117,0.475,81.245,0
71563,0.62,0.93,-4.267,0.0489,0.369,0.0674,0.657,105.277,0
71600,0.739,0.504,-9.74,0.0834,0.654,0.207,0.627,143.858,0
71626,0.616,0.176,-17.452,0.0379,0.966,0.0978,0.396,125.013,0
71679,0.723,0.371,-9.422,0.0883,0.165,0.111,0.593,79.993,0
71699,0.359,0.727,-8.003,0.0557,0.0347,0.0694,0.173,120.817,0
71733,0.367,0.638,-2.857,0.0337,0.354,0.128,0.788,167.305,0
71760,0.525,0.41,-13.048,0.0545,0.77,0.257,0.724,55.38,0
71760,0.29,0.946,-2.736,0.0899,1.08E-05,0.126,0.0486,62.659,0
71800,0.526,0.0344,-27.855,0.11,0.996,0.118,0.208,67.101,0
71981,0.432,0.978,-5.122,0.444,0.00105,0.105,0.31,142.05,0
72000,0.315,0.879,-2.713,0.0425,0.0453,0.274,0.424,97.984,0
72000,0.345,0.68,-10.64,0.0288,0.573,0.192,0.151,100.001,0
72000,0.876,0.149,-22.986,0.143,0.827,0.19,0.212,109.975,0
72106,0.432,0.183,-21.279,0.537,0.962,0.672,0.48,168.406,0
72115,0.576,0.888,-15.32,0.85,0.863,0.778,0.0399,117.168,0
72121,0.594,0.304,-10.817,0.0291,0.869,0.167,0.718,113.873,0
72160,0.715,0.991,-7.376,0.269,0.859,0.356,0.0371,98.469,0
72160,0.518,0.433,-16.205,0.0424,0.504,0.285,0.0389,102.048,0
72160,0.732,0.347,-12.909,0.0737,0.699,0.0515,0.978,180.109,0
72167,0.426,0.0812,-21.651,0.0843,0.948,0.107,0.243,85.204,0
72186,0.59,0.139,-15.804,0.0314,0.926,0.135,0.796,95.928,0
72202,0.382,0.53,-11.365,0.0456,0.177,0.174,0.243,97.565,0
72247,0.733,0.924,-1.579,0.244,0.168,0.35,0.5,153.264,0
72266,0.638,0.179,-15.026,0.0409,0.779,0.0481,0.375,89.874,0
72306,0.648,0.172,-21.154,0.303,0.885,0.495,0.563,94.484,0
72328,0.67,0.0781,-24.643,0.0995,0.892,0.11,0.365,164.121,0
72339,0.233,0.818,-10.238,0.0375,0.215,0.296,0.76,164.429,0
72359,0.5,0.849,-5.659,0.801,0.896,0.725,0.263,126.238,0
72360,0.743,0.74,-10.02,0.402,0.363,0.0717,0.191,97.01,0
72366,0.737,0.261,-10.026,0.0794,0.682,0.15,0.517,131.013,0
72373,0.585,0.662,-11.179,0.954,0.857,0.688,0.519,129.887,0
72380,0.13,0.112,-23.607,0.0513,0.79,0.112,0.145,85.425,0
72426,0.82,0.547,-9.179,0.0338,0.0322,0.0679,0.906,116.484,0
72449,0.895,0.787,-6.209,0.396,0.142,0.0436,0.785,98.093,0
72466,0.508,0.312,-13.333,0.0355,0.786,0.0684,0.179,160.236,0
72489,0.85,0.684,-2.32,0.0675,0.478,0.0608,0.748,119.822,0
72493,0.45,0.892,-5.099,0.0466,2.80E-06,0.0878,0.49,120.048,0
72517,0.622,0.124,-24.872,0.0369,0.717,0.095,0.178,134.025,0
72625,0.78,0.624,-3.734,0.0611,0.0645,0.21,0.882,144.939,0
72626,0.16,0.145,-20.495,0.0359,0.941,0.103,0.0946,173.443,0
72631,0.73,0.295,-9.447,0.0335,0.781,0.122,0.961,114.002,0
72640,0.474,0.939,-8.884,0.199,0.00472,0.19,0.499,166.829,0
72666,0.816,0.429,-6.386,0.206,0.128,0.0479,0.971,80.285,0
72676,0.476,0.563,-13.965,0.469,0.956,0.123,0.376,79.463,0
72700,0.807,0.782,-3.579,0.0443,0.713,0.419,0.891,114.001,0
72718,0.741,0.7,-7.358,0.0391,0.167,0.179,0.993,155.892,0
72719,0.379,0.112,-28.689,0.0351,0.926,0.107,0.0988,50.32,0
72813,0.302,0.122,-20.493,0.0413,0.862,0.136,0.0923,146.475,0
72855,0.897,0.534,-5.729,0.229,0.0138,0.125,0.571,145.03,0
72857,0.525,0.707,-13.787,0.0667,0.812,0.432,0.221,140.016,0
